round,shuffle_role,period_length,num_subperiods,gamma,mean_matching,max_info,players_per_group,game,regret,practice,session_code,subsession_id,id_in_subsession,tick,p1_code,p1_role,p1_strategy,p1_target,p2_code,p2_role,p2_strategy,p2_target,p3_code,p3_role,p3_strategy,p3_target,p4_code,p4_role,p4_strategy,p4_target,p5_code,p5_role,p5_strategy,p5_target,p6_code,p6_role,p6_strategy,p6_target,p7_code,p7_role,p7_strategy,p7_target,p8_code,p8_role,p8_strategy,p8_target,p9_code,p9_role,p9_strategy,p9_target,p10_code,p10_role,p10_strategy,p10_target
1,TRUE,80,20,1,FALSE,FALSE,2,BM1,2,TRUE,pn1grluj,351,5,5,8f2dzq22,p1,1,nan,sekz5qcb,p2,0,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,TRUE,80,20,1,FALSE,FALSE,2,BM1,2,TRUE,pn1grluj,351,5,6,8f2dzq22,p1,0,nan,sekz5qcb,p2,0,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,TRUE,80,20,1,FALSE,FALSE,2,BM1,2,TRUE,pn1grluj,351,5,7,8f2dzq22,p1,1,nan,sekz5qcb,p2,0,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,TRUE,80,20,1,FALSE,FALSE,2,BM1,2,TRUE,pn1grluj,351,5,8,8f2dzq22,p1,1,nan,sekz5qcb,p2,1,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,TRUE,80,20,1,FALSE,FALSE,2,BM1,2,TRUE,pn1grluj,351,5,9,8f2dzq22,p1,1,nan,sekz5qcb,p2,0,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,TRUE,80,20,1,FALSE,FALSE,2,BM1,2,TRUE,pn1grluj,351,5,10,8f2dzq22,p1,1,nan,sekz5qcb,p2,1,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,TRUE,80,20,1,FALSE,FALSE,2,BM1,2,TRUE,pn1grluj,351,5,11,8f2dzq22,p1,0,nan,sekz5qcb,p2,0,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,TRUE,80,20,1,FALSE,FALSE,2,BM1,2,TRUE,pn1grluj,351,5,12,8f2dzq22,p1,1,nan,sekz5qcb,p2,0,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,TRUE,80,20,1,FALSE,FALSE,2,BM1,2,TRUE,pn1grluj,351,5,13,8f2dzq22,p1,1,nan,sekz5qcb,p2,0,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,TRUE,80,20,1,FALSE,FALSE,2,BM1,2,TRUE,pn1grluj,351,5,14,8f2dzq22,p1,0,nan,sekz5qcb,p2,1,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,TRUE,80,20,1,FALSE,FALSE,2,BM1,2,TRUE,pn1grluj,351,5,15,8f2dzq22,p1,1,nan,sekz5qcb,p2,0,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,TRUE,80,20,1,FALSE,FALSE,2,BM1,2,TRUE,pn1grluj,351,5,16,8f2dzq22,p1,0,nan,sekz5qcb,p2,0,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,TRUE,80,20,1,FALSE,FALSE,2,BM1,2,TRUE,pn1grluj,351,5,17,8f2dzq22,p1,0,nan,sekz5qcb,p2,1,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,TRUE,80,20,1,FALSE,FALSE,2,BM1,2,TRUE,pn1grluj,351,5,18,8f2dzq22,p1,0,nan,sekz5qcb,p2,1,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,TRUE,80,20,1,FALSE,FALSE,2,BM1,2,TRUE,pn1grluj,351,5,19,8f2dzq22,p1,1,nan,sekz5qcb,p2,1,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,TRUE,80,20,1,FALSE,FALSE,2,BM2,2,TRUE,pn1grluj,352,3,0,6e27g234,p1,1,nan,t2wevrze,p2,0,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,TRUE,80,20,1,FALSE,FALSE,2,BM2,2,TRUE,pn1grluj,352,3,1,6e27g234,p1,1,nan,t2wevrze,p2,0,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,TRUE,80,20,1,FALSE,FALSE,2,BM2,2,TRUE,pn1grluj,352,3,2,6e27g234,p1,1,nan,t2wevrze,p2,0,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,TRUE,80,20,1,FALSE,FALSE,2,BM2,2,TRUE,pn1grluj,352,3,3,6e27g234,p1,1,nan,t2wevrze,p2,0,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,TRUE,80,20,1,FALSE,FALSE,2,BM2,2,TRUE,pn1grluj,352,3,4,6e27g234,p1,1,nan,t2wevrze,p2,0,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,TRUE,80,20,1,FALSE,FALSE,2,BM2,2,TRUE,pn1grluj,352,3,5,6e27g234,p1,1,nan,t2wevrze,p2,1,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,TRUE,80,20,1,FALSE,FALSE,2,BM2,2,TRUE,pn1grluj,352,3,6,6e27g234,p1,1,nan,t2wevrze,p2,1,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,TRUE,80,20,1,FALSE,FALSE,2,BM2,2,TRUE,pn1grluj,352,3,7,6e27g234,p1,1,nan,t2wevrze,p2,1,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,TRUE,80,20,1,FALSE,FALSE,2,BM2,2,TRUE,pn1grluj,352,3,8,6e27g234,p1,1,nan,t2wevrze,p2,1,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,TRUE,80,20,1,FALSE,FALSE,2,BM2,2,TRUE,pn1grluj,352,3,9,6e27g234,p1,1,nan,t2wevrze,p2,1,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,TRUE,80,20,1,FALSE,FALSE,2,BM2,2,TRUE,pn1grluj,352,3,10,6e27g234,p1,0,nan,t2wevrze,p2,0,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,TRUE,80,20,1,FALSE,FALSE,2,BM2,2,TRUE,pn1grluj,352,3,11,6e27g234,p1,0,nan,t2wevrze,p2,0,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,TRUE,80,20,1,FALSE,FALSE,2,BM2,2,TRUE,pn1grluj,352,3,12,6e27g234,p1,0,nan,t2wevrze,p2,0,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,TRUE,80,20,1,FALSE,FALSE,2,BM2,2,TRUE,pn1grluj,352,3,13,6e27g234,p1,0,nan,t2wevrze,p2,0,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
