round,shuffle_role,period_length,num_subperiods,gamma,mean_matching,max_info,players_per_group,game,regret,practice,session_code,subsession_id,id_in_subsession,tick,p1_code,p1_role,p1_strategy,p1_target,p2_code,p2_role,p2_strategy,p2_target,p3_code,p3_role,p3_strategy,p3_target,p4_code,p4_role,p4_strategy,p4_target,p5_code,p5_role,p5_strategy,p5_target,p6_code,p6_role,p6_strategy,p6_target,p7_code,p7_role,p7_strategy,p7_target,p8_code,p8_role,p8_strategy,p8_target,p9_code,p9_role,p9_strategy,p9_target,p10_code,p10_role,p10_strategy,p10_target,p11_code,p11_role,p11_strategy,p11_target,p12_code,p12_role,p12_strategy,p12_target
4,TRUE,400,50,1,FALSE,TRUE,2,BM1,2,FALSE,p1cc2ryg,554,6,38,min2lofe,p1,1,nan,bxqvfosw,p2,1,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,TRUE,400,50,1,FALSE,TRUE,2,BM1,2,FALSE,p1cc2ryg,554,6,39,min2lofe,p1,1,nan,bxqvfosw,p2,1,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,TRUE,400,50,1,FALSE,TRUE,2,BM1,2,FALSE,p1cc2ryg,554,6,40,min2lofe,p1,1,nan,bxqvfosw,p2,1,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,TRUE,400,50,1,FALSE,TRUE,2,BM1,2,FALSE,p1cc2ryg,554,6,41,min2lofe,p1,1,nan,bxqvfosw,p2,1,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,TRUE,400,50,1,FALSE,TRUE,2,BM1,2,FALSE,p1cc2ryg,554,6,42,min2lofe,p1,1,nan,bxqvfosw,p2,1,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,TRUE,400,50,1,FALSE,TRUE,2,BM1,2,FALSE,p1cc2ryg,554,6,43,min2lofe,p1,1,nan,bxqvfosw,p2,1,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,TRUE,400,50,1,FALSE,TRUE,2,BM1,2,FALSE,p1cc2ryg,554,6,44,min2lofe,p1,1,nan,bxqvfosw,p2,1,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,TRUE,400,50,1,FALSE,TRUE,2,BM1,2,FALSE,p1cc2ryg,554,6,45,min2lofe,p1,1,nan,bxqvfosw,p2,1,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,TRUE,400,50,1,FALSE,TRUE,2,BM1,2,FALSE,p1cc2ryg,554,6,46,min2lofe,p1,1,nan,bxqvfosw,p2,1,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,TRUE,400,50,1,FALSE,TRUE,2,BM1,2,FALSE,p1cc2ryg,554,6,47,min2lofe,p1,1,nan,bxqvfosw,p2,1,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,TRUE,400,50,1,FALSE,TRUE,2,BM1,2,FALSE,p1cc2ryg,554,6,48,min2lofe,p1,1,nan,bxqvfosw,p2,1,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,TRUE,400,50,1,FALSE,TRUE,2,BM1,2,FALSE,p1cc2ryg,554,6,49,min2lofe,p1,1,nan,bxqvfosw,p2,1,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,TRUE,400,50,1,FALSE,TRUE,2,BM2,2,FALSE,p1cc2ryg,555,4,0,bxqvfosw,p1,0,nan,min2lofe,p2,0,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,TRUE,400,50,1,FALSE,TRUE,2,BM2,2,FALSE,p1cc2ryg,555,4,1,bxqvfosw,p1,0,nan,min2lofe,p2,0,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,TRUE,400,50,1,FALSE,TRUE,2,BM2,2,FALSE,p1cc2ryg,555,4,2,bxqvfosw,p1,0,nan,min2lofe,p2,0,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,TRUE,400,50,1,FALSE,TRUE,2,BM2,2,FALSE,p1cc2ryg,555,4,3,bxqvfosw,p1,0,nan,min2lofe,p2,0,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,TRUE,400,50,1,FALSE,TRUE,2,BM2,2,FALSE,p1cc2ryg,555,4,4,bxqvfosw,p1,0,nan,min2lofe,p2,0,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,TRUE,400,50,1,FALSE,TRUE,2,BM2,2,FALSE,p1cc2ryg,555,4,5,bxqvfosw,p1,0,nan,min2lofe,p2,0,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,TRUE,400,50,1,FALSE,TRUE,2,BM2,2,FALSE,p1cc2ryg,555,4,6,bxqvfosw,p1,0,nan,min2lofe,p2,0,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
