round,shuffle_role,period_length,num_subperiods,gamma,mean_matching,max_info,players_per_group,game,regret,practice,session_code,subsession_id,id_in_subsession,tick,p1_code,p1_role,p1_strategy,p1_regret0,p1_regret1,p1_regret2,p1_target,p2_code,p2_role,p2_strategy,p2_regret0,p2_regret1,p2_regret2,p2_target,p3_code,p3_role,p3_strategy,p3_regret0,p3_regret1,p3_regret2,p3_target,p4_code,p4_role,p4_strategy,p4_regret0,p4_regret1,p4_regret2,p4_target,p5_code,p5_role,p5_strategy,p5_regret0,p5_regret1,p5_regret2,p5_target,p6_code,p6_role,p6_strategy,p6_regret0,p6_regret1,p6_regret2,p6_target,p7_code,p7_role,p7_strategy,p7_regret0,p7_regret1,p7_regret2,p7_target,p8_code,p8_role,p8_strategy,p8_regret0,p8_regret1,p8_regret2,p8_target,p9_code,p9_role,p9_strategy,p9_regret0,p9_regret1,p9_regret2,p9_target,p10_code,p10_role,p10_strategy,p10_regret0,p10_regret1,p10_regret2,p10_target,p11_code,p11_role,p11_strategy,p11_regret0,p11_regret1,p11_regret2,p11_target,p12_code,p12_role,p12_strategy,p12_regret0,p12_regret1,p12_regret2,p12_target
4,TRUE,200,50,1,FALSE,FALSE,2,BM1,2,FALSE,wyrupym7,304,2,43,xt0bxc04,p1,0,211,236,0,nan,nwt31obi,p2,0,406,329,0,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,TRUE,200,50,1,FALSE,FALSE,2,BM1,2,FALSE,wyrupym7,304,2,44,xt0bxc04,p1,0,205,236,0,nan,nwt31obi,p2,0,397,329,0,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,TRUE,200,50,1,FALSE,FALSE,2,BM1,2,FALSE,wyrupym7,304,2,45,xt0bxc04,p1,0,200,236,0,nan,nwt31obi,p2,0,389,329,0,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,TRUE,200,50,1,FALSE,FALSE,2,BM1,2,FALSE,wyrupym7,304,2,46,xt0bxc04,p1,1,195,236,0,nan,nwt31obi,p2,0,382,329,0,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,TRUE,200,50,1,FALSE,FALSE,2,BM1,2,FALSE,wyrupym7,304,2,47,xt0bxc04,p1,1,195,235,0,nan,nwt31obi,p2,1,388,329,0,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,TRUE,200,50,1,FALSE,FALSE,2,BM1,2,FALSE,wyrupym7,304,2,48,xt0bxc04,p1,1,195,244,0,nan,nwt31obi,p2,1,388,350,0,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,TRUE,200,50,1,FALSE,FALSE,2,BM1,2,FALSE,wyrupym7,304,2,49,xt0bxc04,p1,1,195,254,0,nan,nwt31obi,p2,1,388,367,0,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,TRUE,200,50,1,FALSE,FALSE,2,BM1,2,FALSE,wyrupym7,304,1,0,qm6js4zb,p1,1,0,0,0,nan,igi0extl,p2,0,0,0,0,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,TRUE,200,50,1,FALSE,FALSE,2,BM1,2,FALSE,wyrupym7,304,1,1,qm6js4zb,p1,0,0,200,0,nan,igi0extl,p2,0,600,0,0,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,TRUE,200,50,1,FALSE,FALSE,2,BM1,2,FALSE,wyrupym7,304,1,2,qm6js4zb,p1,0,100,200,0,nan,igi0extl,p2,1,350,0,0,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,TRUE,200,50,1,FALSE,FALSE,2,BM1,2,FALSE,wyrupym7,304,1,3,qm6js4zb,p1,0,350,200,0,nan,igi0extl,p2,1,350,200,0,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,TRUE,200,50,1,FALSE,FALSE,2,BM1,2,FALSE,wyrupym7,304,1,4,qm6js4zb,p1,0,433,200,0,nan,igi0extl,p2,0,350,200,0,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,TRUE,200,50,1,FALSE,FALSE,2,BM1,2,FALSE,wyrupym7,304,1,5,qm6js4zb,p1,0,350,200,0,nan,igi0extl,p2,0,267,200,0,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,TRUE,200,50,1,FALSE,FALSE,2,BM1,2,FALSE,wyrupym7,304,1,6,qm6js4zb,p1,0,300,200,0,nan,igi0extl,p2,1,225,200,0,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,TRUE,200,50,1,FALSE,FALSE,2,BM1,2,FALSE,wyrupym7,304,1,7,qm6js4zb,p1,0,350,200,0,nan,igi0extl,p2,1,225,200,0,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,TRUE,200,50,1,FALSE,FALSE,2,BM1,2,FALSE,wyrupym7,304,1,8,qm6js4zb,p1,0,386,200,0,nan,igi0extl,p2,1,225,200,0,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,TRUE,200,50,1,FALSE,FALSE,2,BM1,2,FALSE,wyrupym7,304,1,9,qm6js4zb,p1,0,413,200,0,nan,igi0extl,p2,0,225,200,0,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,TRUE,200,50,1,FALSE,FALSE,2,BM1,2,FALSE,wyrupym7,304,1,10,qm6js4zb,p1,1,378,200,0,nan,igi0extl,p2,0,200,200,0,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,TRUE,200,50,1,FALSE,FALSE,2,BM1,2,FALSE,wyrupym7,304,1,11,qm6js4zb,p1,0,378,200,0,nan,igi0extl,p2,0,267,200,0,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,TRUE,200,50,1,FALSE,FALSE,2,BM1,2,FALSE,wyrupym7,304,1,12,qm6js4zb,p1,0,350,200,0,nan,igi0extl,p2,0,243,200,0,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,TRUE,200,50,1,FALSE,FALSE,2,BM1,2,FALSE,wyrupym7,304,1,13,qm6js4zb,p1,1,327,200,0,nan,igi0extl,p2,1,225,200,0,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,TRUE,200,50,1,FALSE,FALSE,2,BM1,2,FALSE,wyrupym7,304,1,14,qm6js4zb,p1,1,327,300,0,nan,igi0extl,p2,1,225,250,0,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,TRUE,200,50,1,FALSE,FALSE,2,BM1,2,FALSE,wyrupym7,304,1,15,qm6js4zb,p1,1,327,350,0,nan,igi0extl,p2,1,225,286,0,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,TRUE,200,50,1,FALSE,FALSE,2,BM1,2,FALSE,wyrupym7,304,1,16,qm6js4zb,p1,1,327,380,0,nan,igi0extl,p2,1,225,313,0,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,TRUE,200,50,1,FALSE,FALSE,2,BM1,2,FALSE,wyrupym7,304,1,17,qm6js4zb,p1,1,327,400,0,nan,igi0extl,p2,1,225,333,0,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,TRUE,200,50,1,FALSE,FALSE,2,BM1,2,FALSE,wyrupym7,304,1,18,qm6js4zb,p1,1,327,414,0,nan,igi0extl,p2,1,225,350,0,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,TRUE,200,50,1,FALSE,FALSE,2,BM1,2,FALSE,wyrupym7,304,1,19,qm6js4zb,p1,1,327,425,0,nan,igi0extl,p2,1,225,364,0,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,TRUE,200,50,1,FALSE,FALSE,2,BM1,2,FALSE,wyrupym7,304,1,20,qm6js4zb,p1,1,327,433,0,nan,igi0extl,p2,1,225,375,0,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,TRUE,200,50,1,FALSE,FALSE,2,BM1,2,FALSE,wyrupym7,304,1,21,qm6js4zb,p1,0,327,440,0,nan,igi0extl,p2,1,225,385,0,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,TRUE,200,50,1,FALSE,FALSE,2,BM1,2,FALSE,wyrupym7,304,1,22,qm6js4zb,p1,0,350,440,0,nan,igi0extl,p2,0,225,371,0,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,TRUE,200,50,1,FALSE,FALSE,2,BM1,2,FALSE,wyrupym7,304,1,23,qm6js4zb,p1,1,331,440,0,nan,igi0extl,p2,1,211,371,0,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,TRUE,200,50,1,FALSE,FALSE,2,BM1,2,FALSE,wyrupym7,304,1,24,qm6js4zb,p1,1,331,445,0,nan,igi0extl,p2,1,211,380,0,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,TRUE,200,50,1,FALSE,FALSE,2,BM1,2,FALSE,wyrupym7,304,1,25,qm6js4zb,p1,1,331,450,0,nan,igi0extl,p2,1,211,388,0,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,TRUE,200,50,1,FALSE,FALSE,2,BM1,2,FALSE,wyrupym7,304,1,26,qm6js4zb,p1,0,331,454,0,nan,igi0extl,p2,1,211,394,0,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,TRUE,200,50,1,FALSE,FALSE,2,BM1,2,FALSE,wyrupym7,304,1,27,qm6js4zb,p1,1,350,454,0,nan,igi0extl,p2,1,211,383,0,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,TRUE,200,50,1,FALSE,FALSE,2,BM1,2,FALSE,wyrupym7,304,1,28,qm6js4zb,p1,1,350,457,0,nan,igi0extl,p2,1,211,389,0,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,TRUE,200,50,1,FALSE,FALSE,2,BM1,2,FALSE,wyrupym7,304,1,29,qm6js4zb,p1,0,350,460,0,nan,igi0extl,p2,1,211,395,0,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,TRUE,200,50,1,FALSE,FALSE,2,BM1,2,FALSE,wyrupym7,304,1,30,qm6js4zb,p1,0,367,460,0,nan,igi0extl,p2,1,211,386,0,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,TRUE,200,50,1,FALSE,FALSE,2,BM1,2,FALSE,wyrupym7,304,1,31,qm6js4zb,p1,0,381,460,0,nan,igi0extl,p2,0,211,377,0,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,TRUE,200,50,1,FALSE,FALSE,2,BM1,2,FALSE,wyrupym7,304,1,32,qm6js4zb,p1,0,365,460,0,nan,igi0extl,p2,1,200,377,0,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,TRUE,200,50,1,FALSE,FALSE,2,BM1,2,FALSE,wyrupym7,304,1,33,qm6js4zb,p1,0,378,460,0,nan,igi0extl,p2,1,200,370,0,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,TRUE,200,50,1,FALSE,FALSE,2,BM1,2,FALSE,wyrupym7,304,1,34,qm6js4zb,p1,0,389,460,0,nan,igi0extl,p2,0,200,363,0,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,TRUE,200,50,1,FALSE,FALSE,2,BM1,2,FALSE,wyrupym7,304,1,35,qm6js4zb,p1,0,375,460,0,nan,igi0extl,p2,1,191,363,0,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,TRUE,200,50,1,FALSE,FALSE,2,BM1,2,FALSE,wyrupym7,304,1,36,qm6js4zb,p1,0,386,460,0,nan,igi0extl,p2,1,191,356,0,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,TRUE,200,50,1,FALSE,FALSE,2,BM1,2,FALSE,wyrupym7,304,1,37,qm6js4zb,p1,0,395,460,0,nan,igi0extl,p2,1,191,350,0,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,TRUE,200,50,1,FALSE,FALSE,2,BM1,2,FALSE,wyrupym7,304,1,38,qm6js4zb,p1,0,404,460,0,nan,igi0extl,p2,0,191,344,0,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,TRUE,200,50,1,FALSE,FALSE,2,BM1,2,FALSE,wyrupym7,304,1,39,qm6js4zb,p1,0,392,460,0,nan,igi0extl,p2,0,183,344,0,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,TRUE,200,50,1,FALSE,FALSE,2,BM1,2,FALSE,wyrupym7,304,1,40,qm6js4zb,p1,1,380,460,0,nan,igi0extl,p2,0,177,344,0,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,TRUE,200,50,1,FALSE,FALSE,2,BM1,2,FALSE,wyrupym7,304,1,41,qm6js4zb,p1,1,380,444,0,nan,igi0extl,p2,0,207,344,0,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,TRUE,200,50,1,FALSE,FALSE,2,BM1,2,FALSE,wyrupym7,304,1,42,qm6js4zb,p1,0,380,429,0,nan,igi0extl,p2,0,233,344,0,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,TRUE,200,50,1,FALSE,FALSE,2,BM1,2,FALSE,wyrupym7,304,1,43,qm6js4zb,p1,1,369,429,0,nan,igi0extl,p2,0,225,344,0,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,TRUE,200,50,1,FALSE,FALSE,2,BM1,2,FALSE,wyrupym7,304,1,44,qm6js4zb,p1,1,369,417,0,nan,igi0extl,p2,0,247,344,0,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,TRUE,200,50,1,FALSE,FALSE,2,BM1,2,FALSE,wyrupym7,304,1,45,qm6js4zb,p1,1,369,405,0,nan,igi0extl,p2,0,267,344,0,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,TRUE,200,50,1,FALSE,FALSE,2,BM1,2,FALSE,wyrupym7,304,1,46,qm6js4zb,p1,0,369,395,0,nan,igi0extl,p2,0,284,344,0,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,TRUE,200,50,1,FALSE,FALSE,2,BM1,2,FALSE,wyrupym7,304,1,47,qm6js4zb,p1,1,359,395,0,nan,igi0extl,p2,0,275,344,0,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,TRUE,200,50,1,FALSE,FALSE,2,BM1,2,FALSE,wyrupym7,304,1,48,qm6js4zb,p1,0,359,386,0,nan,igi0extl,p2,0,290,344,0,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,TRUE,200,50,1,FALSE,FALSE,2,BM1,2,FALSE,wyrupym7,304,1,49,qm6js4zb,p1,1,350,386,0,nan,igi0extl,p2,0,282,344,0,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,TRUE,200,50,1,FALSE,FALSE,2,BM1,2,FALSE,wyrupym7,304,3,0,701xtuir,p1,0,0,0,0,nan,3319und1,p2,0,0,0,0,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,TRUE,200,50,1,FALSE,FALSE,2,BM1,2,FALSE,wyrupym7,304,3,1,701xtuir,p1,1,100,0,0,nan,3319und1,p2,1,100,0,0,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,TRUE,200,50,1,FALSE,FALSE,2,BM1,2,FALSE,wyrupym7,304,3,2,701xtuir,p1,1,100,500,0,nan,3319und1,p2,1,100,500,0,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,TRUE,200,50,1,FALSE,FALSE,2,BM1,2,FALSE,wyrupym7,304,3,3,701xtuir,p1,1,100,500,0,nan,3319und1,p2,0,100,500,0,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,TRUE,200,50,1,FALSE,FALSE,2,BM1,2,FALSE,wyrupym7,304,3,4,701xtuir,p1,1,100,400,0,nan,3319und1,p2,1,350,500,0,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,TRUE,200,50,1,FALSE,FALSE,2,BM1,2,FALSE,wyrupym7,304,3,5,701xtuir,p1,1,100,425,0,nan,3319und1,p2,0,350,500,0,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
