round,shuffle_role,period_length,num_subperiods,gamma,mean_matching,max_info,players_per_group,game,regret,practice,session_code,subsession_id,id_in_subsession,tick,p1_code,p1_role,p1_strategy,p1_regret0,p1_regret1,p1_regret2,p1_target,p2_code,p2_role,p2_strategy,p2_regret0,p2_regret1,p2_regret2,p2_target,p3_code,p3_role,p3_strategy,p3_regret0,p3_regret1,p3_regret2,p3_target,p4_code,p4_role,p4_strategy,p4_regret0,p4_regret1,p4_regret2,p4_target,p5_code,p5_role,p5_strategy,p5_regret0,p5_regret1,p5_regret2,p5_target,p6_code,p6_role,p6_strategy,p6_regret0,p6_regret1,p6_regret2,p6_target,p7_code,p7_role,p7_strategy,p7_regret0,p7_regret1,p7_regret2,p7_target,p8_code,p8_role,p8_strategy,p8_regret0,p8_regret1,p8_regret2,p8_target,p9_code,p9_role,p9_strategy,p9_regret0,p9_regret1,p9_regret2,p9_target,p10_code,p10_role,p10_strategy,p10_regret0,p10_regret1,p10_regret2,p10_target,p11_code,p11_role,p11_strategy,p11_regret0,p11_regret1,p11_regret2,p11_target,p12_code,p12_role,p12_strategy,p12_regret0,p12_regret1,p12_regret2,p12_target,p13_code,p13_role,p13_strategy,p13_regret0,p13_regret1,p13_regret2,p13_target,p14_code,p14_role,p14_strategy,p14_regret0,p14_regret1,p14_regret2,p14_target
9,TRUE,200,50,1,FALSE,FALSE,2,BM2,3,FALSE,m1ix0n73,159,3,10,e59ltdpi,p1,0,238,163,0,nan,88vw15hz,p2,1,433,489,0,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,TRUE,200,50,1,FALSE,FALSE,2,BM2,3,FALSE,m1ix0n73,159,3,11,e59ltdpi,p1,0,233,156,0,nan,88vw15hz,p2,1,440,500,0,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,TRUE,200,50,1,FALSE,FALSE,2,BM2,3,FALSE,m1ix0n73,159,3,12,e59ltdpi,p1,0,230,150,0,nan,88vw15hz,p2,1,445,509,0,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,TRUE,200,50,1,FALSE,FALSE,2,BM2,3,FALSE,m1ix0n73,159,3,13,e59ltdpi,p1,0,227,145,0,nan,88vw15hz,p2,1,450,517,0,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,TRUE,200,50,1,FALSE,FALSE,2,BM2,3,FALSE,m1ix0n73,159,3,14,e59ltdpi,p1,0,225,142,0,nan,88vw15hz,p2,1,454,523,0,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,TRUE,200,50,1,FALSE,FALSE,2,BM2,3,FALSE,m1ix0n73,159,3,15,e59ltdpi,p1,0,223,138,0,nan,88vw15hz,p2,1,457,529,0,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,TRUE,200,50,1,FALSE,FALSE,2,BM2,3,FALSE,m1ix0n73,159,3,16,e59ltdpi,p1,0,221,136,0,nan,88vw15hz,p2,1,460,533,0,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,TRUE,200,50,1,FALSE,FALSE,2,BM2,3,FALSE,m1ix0n73,159,3,17,e59ltdpi,p1,0,220,133,0,nan,88vw15hz,p2,1,463,538,0,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,TRUE,200,50,1,FALSE,FALSE,2,BM2,3,FALSE,m1ix0n73,159,3,18,e59ltdpi,p1,0,219,131,0,nan,88vw15hz,p2,1,465,541,0,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,TRUE,200,50,1,FALSE,FALSE,2,BM2,3,FALSE,m1ix0n73,159,3,19,e59ltdpi,p1,0,218,129,0,nan,88vw15hz,p2,1,467,544,0,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,TRUE,200,50,1,FALSE,FALSE,2,BM2,3,FALSE,m1ix0n73,159,3,20,e59ltdpi,p1,0,217,128,0,nan,88vw15hz,p2,1,468,547,0,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,TRUE,200,50,1,FALSE,FALSE,2,BM2,3,FALSE,m1ix0n73,159,3,21,e59ltdpi,p1,0,216,126,0,nan,88vw15hz,p2,1,470,550,0,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,TRUE,200,50,1,FALSE,FALSE,2,BM2,3,FALSE,m1ix0n73,159,3,22,e59ltdpi,p1,0,215,125,0,nan,88vw15hz,p2,1,471,552,0,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,TRUE,200,50,1,FALSE,FALSE,2,BM2,3,FALSE,m1ix0n73,159,3,23,e59ltdpi,p1,0,214,124,0,nan,88vw15hz,p2,1,473,555,0,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,TRUE,200,50,1,FALSE,FALSE,2,BM2,3,FALSE,m1ix0n73,159,3,24,e59ltdpi,p1,0,214,123,0,nan,88vw15hz,p2,1,474,557,0,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,TRUE,200,50,1,FALSE,FALSE,2,BM2,3,FALSE,m1ix0n73,159,3,25,e59ltdpi,p1,0,213,122,0,nan,88vw15hz,p2,1,475,558,0,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,TRUE,200,50,1,FALSE,FALSE,2,BM2,3,FALSE,m1ix0n73,159,3,26,e59ltdpi,p1,0,213,121,0,nan,88vw15hz,p2,1,476,560,0,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,TRUE,200,50,1,FALSE,FALSE,2,BM2,3,FALSE,m1ix0n73,159,3,27,e59ltdpi,p1,0,212,120,0,nan,88vw15hz,p2,1,477,562,0,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,TRUE,200,50,1,FALSE,FALSE,2,BM2,3,FALSE,m1ix0n73,159,3,28,e59ltdpi,p1,0,212,119,0,nan,88vw15hz,p2,1,478,563,0,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,TRUE,200,50,1,FALSE,FALSE,2,BM2,3,FALSE,m1ix0n73,159,3,29,e59ltdpi,p1,0,211,119,0,nan,88vw15hz,p2,1,479,564,0,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,TRUE,200,50,1,FALSE,FALSE,2,BM2,3,FALSE,m1ix0n73,159,3,30,e59ltdpi,p1,0,211,118,0,nan,88vw15hz,p2,1,479,566,0,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,TRUE,200,50,1,FALSE,FALSE,2,BM2,3,FALSE,m1ix0n73,159,3,31,e59ltdpi,p1,0,210,117,0,nan,88vw15hz,p2,1,480,567,0,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,TRUE,200,50,1,FALSE,FALSE,2,BM2,3,FALSE,m1ix0n73,159,3,32,e59ltdpi,p1,0,210,117,0,nan,88vw15hz,p2,1,481,568,0,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,TRUE,200,50,1,FALSE,FALSE,2,BM2,3,FALSE,m1ix0n73,159,3,33,e59ltdpi,p1,0,210,116,0,nan,88vw15hz,p2,1,481,569,0,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,TRUE,200,50,1,FALSE,FALSE,2,BM2,3,FALSE,m1ix0n73,159,3,34,e59ltdpi,p1,0,209,116,0,nan,88vw15hz,p2,1,482,570,0,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,TRUE,200,50,1,FALSE,FALSE,2,BM2,3,FALSE,m1ix0n73,159,3,35,e59ltdpi,p1,0,209,115,0,nan,88vw15hz,p2,1,482,571,0,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,TRUE,200,50,1,FALSE,FALSE,2,BM2,3,FALSE,m1ix0n73,159,3,36,e59ltdpi,p1,0,209,115,0,nan,88vw15hz,p2,1,483,571,0,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,TRUE,200,50,1,FALSE,FALSE,2,BM2,3,FALSE,m1ix0n73,159,3,37,e59ltdpi,p1,0,209,114,0,nan,88vw15hz,p2,1,483,572,0,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,TRUE,200,50,1,FALSE,FALSE,2,BM2,3,FALSE,m1ix0n73,159,3,38,e59ltdpi,p1,0,208,114,0,nan,88vw15hz,p2,1,484,573,0,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,TRUE,200,50,1,FALSE,FALSE,2,BM2,3,FALSE,m1ix0n73,159,3,39,e59ltdpi,p1,0,208,114,0,nan,88vw15hz,p2,1,484,574,0,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,TRUE,200,50,1,FALSE,FALSE,2,BM2,3,FALSE,m1ix0n73,159,3,40,e59ltdpi,p1,0,208,113,0,nan,88vw15hz,p2,1,485,574,0,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,TRUE,200,50,1,FALSE,FALSE,2,BM2,3,FALSE,m1ix0n73,159,3,41,e59ltdpi,p1,0,208,113,0,nan,88vw15hz,p2,1,485,575,0,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,TRUE,200,50,1,FALSE,FALSE,2,BM2,3,FALSE,m1ix0n73,159,3,42,e59ltdpi,p1,0,208,113,0,nan,88vw15hz,p2,1,485,576,0,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,TRUE,200,50,1,FALSE,FALSE,2,BM2,3,FALSE,m1ix0n73,159,3,43,e59ltdpi,p1,0,207,112,0,nan,88vw15hz,p2,1,486,576,0,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,TRUE,200,50,1,FALSE,FALSE,2,BM2,3,FALSE,m1ix0n73,159,3,44,e59ltdpi,p1,0,207,112,0,nan,88vw15hz,p2,1,486,577,0,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,TRUE,200,50,1,FALSE,FALSE,2,BM2,3,FALSE,m1ix0n73,159,3,45,e59ltdpi,p1,0,207,112,0,nan,88vw15hz,p2,1,486,577,0,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,TRUE,200,50,1,FALSE,FALSE,2,BM2,3,FALSE,m1ix0n73,159,3,46,e59ltdpi,p1,0,207,111,0,nan,88vw15hz,p2,1,487,578,0,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,TRUE,200,50,1,FALSE,FALSE,2,BM2,3,FALSE,m1ix0n73,159,3,47,e59ltdpi,p1,0,207,111,0,nan,88vw15hz,p2,1,487,578,0,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,TRUE,200,50,1,FALSE,FALSE,2,BM2,3,FALSE,m1ix0n73,159,3,48,e59ltdpi,p1,0,207,111,0,nan,88vw15hz,p2,1,487,579,0,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,TRUE,200,50,1,FALSE,FALSE,2,BM2,3,FALSE,m1ix0n73,159,3,49,e59ltdpi,p1,0,206,111,0,nan,88vw15hz,p2,1,488,579,0,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,TRUE,200,50,1,FALSE,FALSE,2,BM2,3,FALSE,m1ix0n73,159,4,0,hsy015oj,p1,0,0,0,0,nan,jw3w0mlt,p2,0,0,0,0,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,TRUE,200,50,1,FALSE,FALSE,2,BM2,3,FALSE,m1ix0n73,159,4,1,hsy015oj,p1,0,500,600,0,nan,jw3w0mlt,p2,1,500,600,0,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,TRUE,200,50,1,FALSE,FALSE,2,BM2,3,FALSE,m1ix0n73,159,4,2,hsy015oj,p1,1,350,350,0,nan,jw3w0mlt,p2,1,500,600,0,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,TRUE,200,50,1,FALSE,FALSE,2,BM2,3,FALSE,m1ix0n73,159,4,3,hsy015oj,p1,0,200,100,0,nan,jw3w0mlt,p2,1,350,350,0,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,TRUE,200,50,1,FALSE,FALSE,2,BM2,3,FALSE,m1ix0n73,159,4,4,hsy015oj,p1,1,300,267,0,nan,jw3w0mlt,p2,1,400,433,0,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,TRUE,200,50,1,FALSE,FALSE,2,BM2,3,FALSE,m1ix0n73,159,4,5,hsy015oj,p1,0,200,100,0,nan,jw3w0mlt,p2,1,350,350,0,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,TRUE,200,50,1,FALSE,FALSE,2,BM2,3,FALSE,m1ix0n73,159,4,6,hsy015oj,p1,0,275,225,0,nan,jw3w0mlt,p2,1,380,400,0,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,TRUE,200,50,1,FALSE,FALSE,2,BM2,3,FALSE,m1ix0n73,159,4,7,hsy015oj,p1,0,260,200,0,nan,jw3w0mlt,p2,1,400,433,0,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,TRUE,200,50,1,FALSE,FALSE,2,BM2,3,FALSE,m1ix0n73,159,4,8,hsy015oj,p1,0,250,183,0,nan,jw3w0mlt,p2,1,414,457,0,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,TRUE,200,50,1,FALSE,FALSE,2,BM2,3,FALSE,m1ix0n73,159,4,9,hsy015oj,p1,0,243,171,0,nan,jw3w0mlt,p2,1,425,475,0,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,TRUE,200,50,1,FALSE,FALSE,2,BM2,3,FALSE,m1ix0n73,159,4,10,hsy015oj,p1,0,238,163,0,nan,jw3w0mlt,p2,1,433,489,0,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,TRUE,200,50,1,FALSE,FALSE,2,BM2,3,FALSE,m1ix0n73,159,4,11,hsy015oj,p1,0,233,156,0,nan,jw3w0mlt,p2,1,440,500,0,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,TRUE,200,50,1,FALSE,FALSE,2,BM2,3,FALSE,m1ix0n73,159,4,12,hsy015oj,p1,0,230,150,0,nan,jw3w0mlt,p2,1,445,509,0,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,TRUE,200,50,1,FALSE,FALSE,2,BM2,3,FALSE,m1ix0n73,159,4,13,hsy015oj,p1,0,227,145,0,nan,jw3w0mlt,p2,1,450,517,0,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,TRUE,200,50,1,FALSE,FALSE,2,BM2,3,FALSE,m1ix0n73,159,4,14,hsy015oj,p1,0,225,142,0,nan,jw3w0mlt,p2,1,454,523,0,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,TRUE,200,50,1,FALSE,FALSE,2,BM2,3,FALSE,m1ix0n73,159,4,15,hsy015oj,p1,0,223,138,0,nan,jw3w0mlt,p2,1,457,529,0,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,TRUE,200,50,1,FALSE,FALSE,2,BM2,3,FALSE,m1ix0n73,159,4,16,hsy015oj,p1,0,221,136,0,nan,jw3w0mlt,p2,1,460,533,0,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,TRUE,200,50,1,FALSE,FALSE,2,BM2,3,FALSE,m1ix0n73,159,4,17,hsy015oj,p1,0,220,133,0,nan,jw3w0mlt,p2,1,463,538,0,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,TRUE,200,50,1,FALSE,FALSE,2,BM2,3,FALSE,m1ix0n73,159,4,18,hsy015oj,p1,0,219,131,0,nan,jw3w0mlt,p2,1,465,541,0,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,TRUE,200,50,1,FALSE,FALSE,2,BM2,3,FALSE,m1ix0n73,159,4,19,hsy015oj,p1,0,218,129,0,nan,jw3w0mlt,p2,1,467,544,0,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,TRUE,200,50,1,FALSE,FALSE,2,BM2,3,FALSE,m1ix0n73,159,4,20,hsy015oj,p1,0,217,128,0,nan,jw3w0mlt,p2,1,468,547,0,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
