round,shuffle_role,period_length,num_subperiods,gamma,mean_matching,max_info,players_per_group,game,regret,practice,session_code,subsession_id,id_in_subsession,tick,p1_code,p1_role,p1_strategy,p1_regret0,p1_regret1,p1_regret2,p1_target,p2_code,p2_role,p2_strategy,p2_regret0,p2_regret1,p2_regret2,p2_target,p3_code,p3_role,p3_strategy,p3_regret0,p3_regret1,p3_regret2,p3_target,p4_code,p4_role,p4_strategy,p4_regret0,p4_regret1,p4_regret2,p4_target,p5_code,p5_role,p5_strategy,p5_regret0,p5_regret1,p5_regret2,p5_target,p6_code,p6_role,p6_strategy,p6_regret0,p6_regret1,p6_regret2,p6_target,p7_code,p7_role,p7_strategy,p7_regret0,p7_regret1,p7_regret2,p7_target,p8_code,p8_role,p8_strategy,p8_regret0,p8_regret1,p8_regret2,p8_target,p9_code,p9_role,p9_strategy,p9_regret0,p9_regret1,p9_regret2,p9_target,p10_code,p10_role,p10_strategy,p10_regret0,p10_regret1,p10_regret2,p10_target
2,TRUE,200,50,1,FALSE,FALSE,2,BM1,2,FALSE,gcsgh2se,52,5,5,eus1vqlu,p1,0,350,400,0,nan,cofyacmq,p2,1,350,400,0,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,TRUE,200,50,1,FALSE,FALSE,2,BM1,2,FALSE,gcsgh2se,52,5,6,eus1vqlu,p1,0,433,400,0,nan,cofyacmq,p2,1,350,350,0,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,TRUE,200,50,1,FALSE,FALSE,2,BM1,2,FALSE,gcsgh2se,52,5,7,eus1vqlu,p1,0,475,400,0,nan,cofyacmq,p2,1,350,320,0,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,TRUE,200,50,1,FALSE,FALSE,2,BM1,2,FALSE,gcsgh2se,52,5,8,eus1vqlu,p1,0,500,400,0,nan,cofyacmq,p2,0,350,300,0,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,TRUE,200,50,1,FALSE,FALSE,2,BM1,2,FALSE,gcsgh2se,52,5,9,eus1vqlu,p1,1,433,400,0,nan,cofyacmq,p2,0,267,300,0,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,TRUE,200,50,1,FALSE,FALSE,2,BM1,2,FALSE,gcsgh2se,52,5,10,eus1vqlu,p1,1,433,350,0,nan,cofyacmq,p2,0,350,300,0,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,TRUE,200,50,1,FALSE,FALSE,2,BM1,2,FALSE,gcsgh2se,52,5,11,eus1vqlu,p1,0,433,320,0,nan,cofyacmq,p2,0,400,300,0,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,TRUE,200,50,1,FALSE,FALSE,2,BM1,2,FALSE,gcsgh2se,52,5,12,eus1vqlu,p1,1,386,320,0,nan,cofyacmq,p2,1,350,300,0,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,TRUE,200,50,1,FALSE,FALSE,2,BM1,2,FALSE,gcsgh2se,52,5,13,eus1vqlu,p1,1,386,350,0,nan,cofyacmq,p2,1,350,329,0,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,TRUE,200,50,1,FALSE,FALSE,2,BM1,2,FALSE,gcsgh2se,52,5,14,eus1vqlu,p1,1,386,371,0,nan,cofyacmq,p2,1,350,350,0,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,TRUE,200,50,1,FALSE,FALSE,2,BM1,2,FALSE,gcsgh2se,52,5,15,eus1vqlu,p1,0,386,388,0,nan,cofyacmq,p2,1,350,367,0,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,TRUE,200,50,1,FALSE,FALSE,2,BM1,2,FALSE,gcsgh2se,52,5,16,eus1vqlu,p1,0,413,388,0,nan,cofyacmq,p2,1,350,350,0,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,TRUE,200,50,1,FALSE,FALSE,2,BM1,2,FALSE,gcsgh2se,52,5,17,eus1vqlu,p1,0,433,388,0,nan,cofyacmq,p2,0,350,336,0,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,TRUE,200,50,1,FALSE,FALSE,2,BM1,2,FALSE,gcsgh2se,52,5,18,eus1vqlu,p1,1,400,388,0,nan,cofyacmq,p2,1,314,336,0,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,TRUE,200,50,1,FALSE,FALSE,2,BM1,2,FALSE,gcsgh2se,52,5,19,eus1vqlu,p1,1,400,400,0,nan,cofyacmq,p2,1,314,350,0,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,TRUE,200,50,1,FALSE,FALSE,2,BM1,2,FALSE,gcsgh2se,52,5,20,eus1vqlu,p1,0,400,410,0,nan,cofyacmq,p2,1,314,362,0,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,TRUE,200,50,1,FALSE,FALSE,2,BM1,2,FALSE,gcsgh2se,52,5,21,eus1vqlu,p1,1,418,410,0,nan,cofyacmq,p2,1,314,350,0,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,TRUE,200,50,1,FALSE,FALSE,2,BM1,2,FALSE,gcsgh2se,52,5,22,eus1vqlu,p1,0,418,418,0,nan,cofyacmq,p2,1,314,360,0,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,TRUE,200,50,1,FALSE,FALSE,2,BM1,2,FALSE,gcsgh2se,52,5,23,eus1vqlu,p1,0,433,418,0,nan,cofyacmq,p2,1,314,350,0,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,TRUE,200,50,1,FALSE,FALSE,2,BM1,2,FALSE,gcsgh2se,52,5,24,eus1vqlu,p1,1,446,418,0,nan,cofyacmq,p2,0,314,341,0,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,TRUE,200,50,1,FALSE,FALSE,2,BM1,2,FALSE,gcsgh2se,52,5,25,eus1vqlu,p1,0,446,400,0,nan,cofyacmq,p2,0,350,341,0,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,TRUE,200,50,1,FALSE,FALSE,2,BM1,2,FALSE,gcsgh2se,52,5,26,eus1vqlu,p1,0,421,400,0,nan,cofyacmq,p2,1,322,341,0,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,TRUE,200,50,1,FALSE,FALSE,2,BM1,2,FALSE,gcsgh2se,52,5,27,eus1vqlu,p1,0,433,400,0,nan,cofyacmq,p2,1,322,333,0,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,TRUE,200,50,1,FALSE,FALSE,2,BM1,2,FALSE,gcsgh2se,52,5,28,eus1vqlu,p1,1,444,400,0,nan,cofyacmq,p2,0,322,326,0,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,TRUE,200,50,1,FALSE,FALSE,2,BM1,2,FALSE,gcsgh2se,52,5,29,eus1vqlu,p1,0,444,385,0,nan,cofyacmq,p2,0,350,326,0,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,TRUE,200,50,1,FALSE,FALSE,2,BM1,2,FALSE,gcsgh2se,52,5,30,eus1vqlu,p1,1,424,385,0,nan,cofyacmq,p2,1,327,326,0,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,TRUE,200,50,1,FALSE,FALSE,2,BM1,2,FALSE,gcsgh2se,52,5,31,eus1vqlu,p1,1,424,393,0,nan,cofyacmq,p2,1,327,335,0,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,TRUE,200,50,1,FALSE,FALSE,2,BM1,2,FALSE,gcsgh2se,52,5,32,eus1vqlu,p1,1,424,400,0,nan,cofyacmq,p2,1,327,343,0,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,TRUE,200,50,1,FALSE,FALSE,2,BM1,2,FALSE,gcsgh2se,52,5,33,eus1vqlu,p1,0,424,406,0,nan,cofyacmq,p2,1,327,350,0,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,TRUE,200,50,1,FALSE,FALSE,2,BM1,2,FALSE,gcsgh2se,52,5,34,eus1vqlu,p1,1,433,406,0,nan,cofyacmq,p2,1,327,343,0,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,TRUE,200,50,1,FALSE,FALSE,2,BM1,2,FALSE,gcsgh2se,52,5,35,eus1vqlu,p1,0,433,412,0,nan,cofyacmq,p2,1,327,350,0,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,TRUE,200,50,1,FALSE,FALSE,2,BM1,2,FALSE,gcsgh2se,52,5,36,eus1vqlu,p1,0,442,412,0,nan,cofyacmq,p2,1,327,344,0,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,TRUE,200,50,1,FALSE,FALSE,2,BM1,2,FALSE,gcsgh2se,52,5,37,eus1vqlu,p1,1,450,412,0,nan,cofyacmq,p2,0,327,338,0,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,TRUE,200,50,1,FALSE,FALSE,2,BM1,2,FALSE,gcsgh2se,52,5,38,eus1vqlu,p1,0,450,400,0,nan,cofyacmq,p2,0,350,338,0,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,TRUE,200,50,1,FALSE,FALSE,2,BM1,2,FALSE,gcsgh2se,52,5,39,eus1vqlu,p1,1,433,400,0,nan,cofyacmq,p2,1,331,338,0,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,TRUE,200,50,1,FALSE,FALSE,2,BM1,2,FALSE,gcsgh2se,52,5,40,eus1vqlu,p1,1,433,405,0,nan,cofyacmq,p2,1,331,344,0,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,TRUE,200,50,1,FALSE,FALSE,2,BM1,2,FALSE,gcsgh2se,52,5,41,eus1vqlu,p1,1,433,410,0,nan,cofyacmq,p2,1,331,350,0,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,TRUE,200,50,1,FALSE,FALSE,2,BM1,2,FALSE,gcsgh2se,52,5,42,eus1vqlu,p1,1,433,414,0,nan,cofyacmq,p2,1,331,355,0,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,TRUE,200,50,1,FALSE,FALSE,2,BM1,2,FALSE,gcsgh2se,52,5,43,eus1vqlu,p1,0,433,418,0,nan,cofyacmq,p2,1,331,360,0,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,TRUE,200,50,1,FALSE,FALSE,2,BM1,2,FALSE,gcsgh2se,52,5,44,eus1vqlu,p1,0,441,418,0,nan,cofyacmq,p2,1,331,355,0,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,TRUE,200,50,1,FALSE,FALSE,2,BM1,2,FALSE,gcsgh2se,52,5,45,eus1vqlu,p1,1,448,418,0,nan,cofyacmq,p2,1,331,350,0,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,TRUE,200,50,1,FALSE,FALSE,2,BM1,2,FALSE,gcsgh2se,52,5,46,eus1vqlu,p1,0,448,422,0,nan,cofyacmq,p2,1,331,355,0,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,TRUE,200,50,1,FALSE,FALSE,2,BM1,2,FALSE,gcsgh2se,52,5,47,eus1vqlu,p1,1,454,422,0,nan,cofyacmq,p2,1,331,350,0,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,TRUE,200,50,1,FALSE,FALSE,2,BM1,2,FALSE,gcsgh2se,52,5,48,eus1vqlu,p1,0,454,425,0,nan,cofyacmq,p2,1,331,354,0,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,TRUE,200,50,1,FALSE,FALSE,2,BM1,2,FALSE,gcsgh2se,52,5,49,eus1vqlu,p1,1,460,425,0,nan,cofyacmq,p2,1,331,350,0,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,TRUE,200,50,1,FALSE,FALSE,2,BM1,2,FALSE,gcsgh2se,55,1,0,y7hcxlmj,p1,1,0,0,0,nan,cpbvo2o3,p2,1,0,0,0,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,TRUE,200,50,1,FALSE,FALSE,2,BM1,2,FALSE,gcsgh2se,55,1,1,y7hcxlmj,p1,1,0,500,0,nan,cpbvo2o3,p2,1,0,500,0,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,TRUE,200,50,1,FALSE,FALSE,2,BM1,2,FALSE,gcsgh2se,55,1,2,y7hcxlmj,p1,1,0,500,0,nan,cpbvo2o3,p2,1,0,500,0,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,TRUE,200,50,1,FALSE,FALSE,2,BM1,2,FALSE,gcsgh2se,55,1,3,y7hcxlmj,p1,1,0,500,0,nan,cpbvo2o3,p2,1,0,500,0,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,TRUE,200,50,1,FALSE,FALSE,2,BM1,2,FALSE,gcsgh2se,55,1,4,y7hcxlmj,p1,1,0,500,0,nan,cpbvo2o3,p2,1,0,500,0,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,TRUE,200,50,1,FALSE,FALSE,2,BM1,2,FALSE,gcsgh2se,55,1,5,y7hcxlmj,p1,1,0,500,0,nan,cpbvo2o3,p2,1,0,500,0,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,TRUE,200,50,1,FALSE,FALSE,2,BM1,2,FALSE,gcsgh2se,55,1,6,y7hcxlmj,p1,1,0,500,0,nan,cpbvo2o3,p2,1,0,500,0,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,TRUE,200,50,1,FALSE,FALSE,2,BM1,2,FALSE,gcsgh2se,55,1,7,y7hcxlmj,p1,1,0,500,0,nan,cpbvo2o3,p2,1,0,500,0,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,TRUE,200,50,1,FALSE,FALSE,2,BM1,2,FALSE,gcsgh2se,55,1,8,y7hcxlmj,p1,1,0,500,0,nan,cpbvo2o3,p2,1,0,500,0,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,TRUE,200,50,1,FALSE,FALSE,2,BM1,2,FALSE,gcsgh2se,55,1,9,y7hcxlmj,p1,1,0,500,0,nan,cpbvo2o3,p2,1,0,500,0,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,TRUE,200,50,1,FALSE,FALSE,2,BM1,2,FALSE,gcsgh2se,55,1,10,y7hcxlmj,p1,1,0,500,0,nan,cpbvo2o3,p2,1,0,500,0,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,TRUE,200,50,1,FALSE,FALSE,2,BM1,2,FALSE,gcsgh2se,55,1,11,y7hcxlmj,p1,1,0,500,0,nan,cpbvo2o3,p2,1,0,500,0,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,TRUE,200,50,1,FALSE,FALSE,2,BM1,2,FALSE,gcsgh2se,55,1,12,y7hcxlmj,p1,1,0,500,0,nan,cpbvo2o3,p2,1,0,500,0,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,TRUE,200,50,1,FALSE,FALSE,2,BM1,2,FALSE,gcsgh2se,55,1,13,y7hcxlmj,p1,1,0,500,0,nan,cpbvo2o3,p2,1,0,500,0,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,TRUE,200,50,1,FALSE,FALSE,2,BM1,2,FALSE,gcsgh2se,55,1,14,y7hcxlmj,p1,1,0,500,0,nan,cpbvo2o3,p2,1,0,500,0,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,TRUE,200,50,1,FALSE,FALSE,2,BM1,2,FALSE,gcsgh2se,55,1,15,y7hcxlmj,p1,1,0,500,0,nan,cpbvo2o3,p2,1,0,500,0,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,TRUE,200,50,1,FALSE,FALSE,2,BM1,2,FALSE,gcsgh2se,55,1,16,y7hcxlmj,p1,1,0,500,0,nan,cpbvo2o3,p2,1,0,500,0,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,TRUE,200,50,1,FALSE,FALSE,2,BM1,2,FALSE,gcsgh2se,55,1,17,y7hcxlmj,p1,1,0,500,0,nan,cpbvo2o3,p2,1,0,500,0,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,TRUE,200,50,1,FALSE,FALSE,2,BM1,2,FALSE,gcsgh2se,55,1,18,y7hcxlmj,p1,1,0,500,0,nan,cpbvo2o3,p2,1,0,500,0,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,TRUE,200,50,1,FALSE,FALSE,2,BM1,2,FALSE,gcsgh2se,55,1,19,y7hcxlmj,p1,1,0,500,0,nan,cpbvo2o3,p2,1,0,500,0,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,TRUE,200,50,1,FALSE,FALSE,2,BM1,2,FALSE,gcsgh2se,55,1,20,y7hcxlmj,p1,1,0,500,0,nan,cpbvo2o3,p2,1,0,500,0,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,TRUE,200,50,1,FALSE,FALSE,2,BM1,2,FALSE,gcsgh2se,55,1,21,y7hcxlmj,p1,1,0,500,0,nan,cpbvo2o3,p2,1,0,500,0,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,TRUE,200,50,1,FALSE,FALSE,2,BM1,2,FALSE,gcsgh2se,55,1,22,y7hcxlmj,p1,1,0,500,0,nan,cpbvo2o3,p2,1,0,500,0,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,TRUE,200,50,1,FALSE,FALSE,2,BM1,2,FALSE,gcsgh2se,55,1,23,y7hcxlmj,p1,1,0,500,0,nan,cpbvo2o3,p2,1,0,500,0,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,TRUE,200,50,1,FALSE,FALSE,2,BM1,2,FALSE,gcsgh2se,55,1,24,y7hcxlmj,p1,1,0,500,0,nan,cpbvo2o3,p2,1,0,500,0,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,TRUE,200,50,1,FALSE,FALSE,2,BM1,2,FALSE,gcsgh2se,55,1,25,y7hcxlmj,p1,1,0,500,0,nan,cpbvo2o3,p2,1,0,500,0,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,TRUE,200,50,1,FALSE,FALSE,2,BM1,2,FALSE,gcsgh2se,55,1,26,y7hcxlmj,p1,1,0,500,0,nan,cpbvo2o3,p2,1,0,500,0,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,TRUE,200,50,1,FALSE,FALSE,2,BM1,2,FALSE,gcsgh2se,55,1,27,y7hcxlmj,p1,1,0,500,0,nan,cpbvo2o3,p2,1,0,500,0,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,TRUE,200,50,1,FALSE,FALSE,2,BM1,2,FALSE,gcsgh2se,55,1,28,y7hcxlmj,p1,1,0,500,0,nan,cpbvo2o3,p2,1,0,500,0,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,TRUE,200,50,1,FALSE,FALSE,2,BM1,2,FALSE,gcsgh2se,55,1,29,y7hcxlmj,p1,1,0,500,0,nan,cpbvo2o3,p2,1,0,500,0,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,TRUE,200,50,1,FALSE,FALSE,2,BM1,2,FALSE,gcsgh2se,55,1,30,y7hcxlmj,p1,1,0,500,0,nan,cpbvo2o3,p2,1,0,500,0,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,TRUE,200,50,1,FALSE,FALSE,2,BM1,2,FALSE,gcsgh2se,55,1,31,y7hcxlmj,p1,1,0,500,0,nan,cpbvo2o3,p2,1,0,500,0,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,TRUE,200,50,1,FALSE,FALSE,2,BM1,2,FALSE,gcsgh2se,55,1,32,y7hcxlmj,p1,1,0,500,0,nan,cpbvo2o3,p2,1,0,500,0,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,TRUE,200,50,1,FALSE,FALSE,2,BM1,2,FALSE,gcsgh2se,55,1,33,y7hcxlmj,p1,1,0,500,0,nan,cpbvo2o3,p2,1,0,500,0,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,TRUE,200,50,1,FALSE,FALSE,2,BM1,2,FALSE,gcsgh2se,55,1,34,y7hcxlmj,p1,1,0,500,0,nan,cpbvo2o3,p2,1,0,500,0,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,TRUE,200,50,1,FALSE,FALSE,2,BM1,2,FALSE,gcsgh2se,55,1,35,y7hcxlmj,p1,1,0,500,0,nan,cpbvo2o3,p2,1,0,500,0,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,TRUE,200,50,1,FALSE,FALSE,2,BM1,2,FALSE,gcsgh2se,55,1,36,y7hcxlmj,p1,1,0,500,0,nan,cpbvo2o3,p2,1,0,500,0,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,TRUE,200,50,1,FALSE,FALSE,2,BM1,2,FALSE,gcsgh2se,55,1,37,y7hcxlmj,p1,1,0,500,0,nan,cpbvo2o3,p2,1,0,500,0,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,TRUE,200,50,1,FALSE,FALSE,2,BM1,2,FALSE,gcsgh2se,55,1,38,y7hcxlmj,p1,1,0,500,0,nan,cpbvo2o3,p2,1,0,500,0,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,TRUE,200,50,1,FALSE,FALSE,2,BM1,2,FALSE,gcsgh2se,55,1,39,y7hcxlmj,p1,1,0,500,0,nan,cpbvo2o3,p2,1,0,500,0,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,TRUE,200,50,1,FALSE,FALSE,2,BM1,2,FALSE,gcsgh2se,55,1,40,y7hcxlmj,p1,1,0,500,0,nan,cpbvo2o3,p2,1,0,500,0,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,TRUE,200,50,1,FALSE,FALSE,2,BM1,2,FALSE,gcsgh2se,55,1,41,y7hcxlmj,p1,1,0,500,0,nan,cpbvo2o3,p2,1,0,500,0,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,TRUE,200,50,1,FALSE,FALSE,2,BM1,2,FALSE,gcsgh2se,55,1,42,y7hcxlmj,p1,1,0,500,0,nan,cpbvo2o3,p2,1,0,500,0,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,TRUE,200,50,1,FALSE,FALSE,2,BM1,2,FALSE,gcsgh2se,55,1,43,y7hcxlmj,p1,1,0,500,0,nan,cpbvo2o3,p2,1,0,500,0,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
